iter,M,C,S,alpha,ws
60,526,456,854,1.7227844967787225,1.8123907339426393
61,693,835,507,1.141106690926243,0.7186742981229576
62,325,290,642,1.0386759412832203,0.6969765592836329
63,618,521,543,1.8356437438833424,2.472384539427338
64,194,147,201,1.379553663936575,0.24589934069235375
65,523,999,106,1.2824997189258904,0.43803705177625657
66,904,912,372,1.2964557274371982,0.7473912202263082
67,119,461,428,1.9759332078954057,0.9698209872216406
68,244,298,114,1.3205334852374215,0.2577535109062322
69,321,311,115,1.296987968588898,0.29272327681290067
70,27,395,468,1.619841203413805,0.9367330616733204
71,168,134,182,1.3869030736350463,0.24093349979490913
72,312,740,673,1.4966187950526566,1.2215052712027283
73,110,798,415,1.633514954700024,0.9328973441025185
74,477,336,236,1.2222359718051772,0.438752301728543
75,302,343,112,1.296206313981616,0.31233993780222746
76,667,371,480,1.8125863128474635,1.0618766141547993
77,983,667,373,1.219151595172773,0.6231796724944272
78,204,756,351,1.1330329971516253,0.36257380381526755
79,223,282,778,1.218711609745076,0.9773270860700217
80,243,354,105,1.3647439636706862,0.2394142351154364
81,215,289,138,1.3582961486069727,0.22924481312838665
82,105,153,862,1.5782791742622937,0.8441013230021132
83,948,232,700,1.32648356210957,0.7046071352667891
84,423,175,286,1.3471968152965432,0.3625646314745185
85,589,787,423,1.8549837793978834,1.7387933395094541
86,774,161,873,1.508309812257648,2.0408927987078465
87,51,740,140,1.5659745478783336,0.4001250069979022
88,218,805,193,1.0325121771918226,0.1594865216058183
89,18,850,135,1.2096179719251499,0.11999264927105929
90,192,487,994,1.493304840270402,1.040728702669686
91,626,987,657,1.6229737164456126,1.1449239200777144
92,195,124,179,1.3960428062072863,0.17924134783386303
93,391,119,948,1.6961559752407998,0.662935148853192
94,189,161,201,1.3657350572833404,0.4009421998931561
95,61,770,571,1.6419779969869048,0.7145383076561573
96,255,804,192,1.0343532198190986,0.21441447545893122
97,90,547,591,1.9761023927162267,0.8851320699424663
98,236,804,221,1.0232303884321745,0.5455721903996292
99,270,332,121,1.3173150432438243,0.20291270751745402
100,902,440,215,1.4301989099615398,0.4167651389945034
101,227,793,191,1.0276505415018615,0.20268991819738966
102,224,585,243,1.0719056588996378,0.22609486766067108
103,359,335,117,1.2758575723968155,0.27050886658152057
104,390,577,963,1.042166309190451,0.6292822360480613
105,10,1003,168,1.5265752071401737,0.1482833621038547
106,209,747,501,1.4055164130222586,0.6668579033315384
107,58,840,151,1.2122433741998422,0.3155356990106505
108,518,188,834,1.2247863283756408,0.7122930034370337
109,230,299,112,1.3200238049021913,0.2081124509327606
