0,single-cutcat-unif,701,699,558,1.6162109375,0.4367589070678294,0,0.4037998287271907,1.0
0,single-cutcat-unif,102,291,591,1.2841796875,0.135021369661443,0,0.4835760195144773,1.0
0,single-cutcat-unif,1005,422,822,1.5263671875,0.1953322651618048,0,0.35635200385363813,1.0
0,single-cutcat-unif,521,347,103,1.087890625,0.30677191418399824,0,0.5190862979733755,0.9975
0,single-cutcat-unif,307,452,305,1.630859375,0.2689192015724535,0,0.26188472728245865,1.0
0,single-cutcat-unif,182,365,538,1.259765625,0.06610502551329014,0,0.48090970723951093,1.0
0,single-cutcat-unif,492,570,739,1.7607421875,0.7455933985215044,0,0.4069013766816658,1.0
0,single-cutcat-unif,110,364,463,1.169921875,0.08327467407780907,0,0.8438598431432904,1.0
0,single-cutcat-unif,286,691,663,1.3818359375,0.19802662550830089,0,0.23818370538018355,1.0
0,single-cutcat-unif,765,146,220,1.869140625,0.2980248800282379,0,1.0,1.0
0,single-cutcat-unif,953,328,713,1.3671875,0.10339037670998043,0,0.43372849161538146,1.0
0,single-cutcat-unif,1003,640,712,1.3095703125,0.16920083193370922,0,0.24700396832982244,1.0
0,single-cutcat-unif,974,281,907,1.52734375,0.1050605535410307,0,0.38772694602994984,1.0
0,single-cutcat-unif,234,241,483,1.2734375,0.10282041428661437,0,0.4423442174550855,1.0
0,single-cutcat-unif,550,997,430,1.58203125,0.5137028594764406,0,0.2630596472850583,1.0
0,single-cutcat-unif,487,864,725,1.6318359375,0.5449980596799144,0,0.5394171181056004,1.0
0,single-cutcat-unif,478,328,358,1.6025390625,0.2253743688064273,0,0.37057096267528816,1.0
0,single-cutcat-unif,118,758,526,1.701171875,1.0,0,0.3816894198433855,1.0
0,single-cutcat-unif,436,411,652,1.4873046875,0.18796247704145574,0,0.29508565551991617,1.0
0,single-cutcat-unif,409,396,887,1.060546875,0.019563173800665967,0,0.24443296466351389,1.0
1,single-cutcat-unif,521,347,103,1.087890625,0.30677191418399824,0,0.5190862979733755,0.9975
1,single-cutcat-unif,1002,257,208,1.2783203125,0.10138420462464953,0,0.32007702684727596,1.0
1,single-cutcat-unif,718,281,843,1.02734375,0.10771367283148801,0,0.5699412931086656,1.0
1,single-cutcat-unif,9,795,103,1.197265625,0.773958751857676,0,0.16088951501533533,0.9571999999999999
2,single-cutcat-unif,9,795,103,1.197265625,0.773958751857676,0,0.16088951501533533,0.9571999999999999
2,single-cutcat-unif,521,347,103,1.087890625,0.30677191418399824,0,0.5190862979733755,0.9975
2,single-cutcat-unif,138,792,103,1.21484375,0.5862669315345913,0,0.2204735850983305,1.0
2,single-cutcat-unif,990,289,843,1.01953125,0.02682885957468127,0,0.4888479147391593,1.0
2,single-cutcat-unif,558,300,463,1.060546875,0.0646308310597528,0,0.5256310223410473,1.0
2,single-cutcat-unif,1002,257,208,1.2783203125,0.10138420462464953,0,0.32007702684727596,1.0
