generation,method,max_deg,size_construction,size_search,alpha,build_time,memory,search_time,recall
0,single-cutcat-unif,273,961,413,1.560546875,0.44652766743055905,0,0.3252670275504677,1.0
0,single-cutcat-unif,629,949,408,1.9189453125,1.0,0,0.48327591523763336,1.0
0,single-cutcat-unif,426,227,387,1.568359375,0.08870004651935305,0,0.18379804666101168,1.0
0,single-cutcat-unif,356,391,342,1.76953125,0.4335745188826028,0,0.2560008656599963,1.0
0,single-cutcat-unif,607,635,1000,1.828125,0.7200854030362568,0,0.987208458734821,1.0
0,single-cutcat-unif,540,375,485,1.630859375,0.1405081769484385,0,0.4307316110786663,1.0
0,single-cutcat-unif,990,613,841,1.3466796875,0.1386484579860383,0,0.4467832635224659,1.0
0,single-cutcat-unif,446,722,322,1.6669921875,0.4336770455271949,0,0.2433117678144783,1.0
0,single-cutcat-unif,994,252,644,1.361328125,0.0,0,0.2759689483776866,1.0
0,single-cutcat-unif,511,281,530,1.521484375,0.05126267052137624,0,0.35227540983262945,1.0
1,single-cutcat-unif,340,389,101,1.755859375,0.4734291614442353,0,0.1369009465087621,1.0
1,single-cutcat-unif,510,217,371,1.568359375,0.05061746045111226,0,0.2643072818654315,1.0
2,single-cutcat-unif,468,133,433,1.568359375,0.0418505707579233,0,0.18854546211578796,1.0
2,single-cutcat-unif,444,133,357,1.568359375,0.03795351602584767,0,0.5106762942549616,1.0
2,single-cutcat-unif,479,138,305,1.7607421875,0.08998923464693336,0,0.16570806701407573,1.0
2,single-cutcat-unif,340,389,101,1.755859375,0.4734291614442353,0,0.1369009465087621,1.0
2,single-cutcat-unif,510,217,371,1.568359375,0.05061746045111226,0,0.2643072818654315,1.0
3,single-cutcat-unif,340,388,101,1.5693359375,0.19797049630562558,0,0.12771546488507218,0.9999000000000001
3,single-cutcat-unif,874,121,347,1.5068359375,0.043740139109535586,0,0.43978956896643917,1.0
3,single-cutcat-unif,444,133,357,1.568359375,0.03795351602584767,0,0.5106762942549616,1.0
3,single-cutcat-unif,340,389,101,1.755859375,0.4734291614442353,0,0.1369009465087621,1.0
4,single-cutcat-unif,383,138,101,1.291015625,0.022934052930589543,0,0.04500429945330581,0.9999000000000001
4,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
4,single-cutcat-unif,964,133,101,1.763671875,0.060495516581516764,0,0.11672748385424757,1.0
4,single-cutcat-unif,340,133,131,1.568359375,0.04405285860009362,0,0.10774816840773033,1.0
5,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
5,single-cutcat-unif,978,149,357,1.072265625,0.015589579238749209,0,0.11379809716462044,1.0
5,single-cutcat-unif,448,133,101,1.576171875,0.052506043080955876,0,0.0838794380018651,0.9999000000000001
5,single-cutcat-unif,986,133,103,1.5068359375,0.04806773104632739,0,0.1494831042911149,1.0
5,single-cutcat-unif,383,138,101,1.291015625,0.022934052930589543,0,0.04500429945330581,0.9999000000000001
6,single-cutcat-unif,978,149,357,1.072265625,0.015589579238749209,0,0.11379809716462044,1.0
6,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
6,single-cutcat-unif,448,133,101,1.576171875,0.052506043080955876,0,0.0838794380018651,0.9999000000000001
6,single-cutcat-unif,900,133,101,1.5771484375,0.046857259923661534,0,0.0861519861461361,0.9999000000000001
7,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
7,single-cutcat-unif,978,149,357,1.072265625,0.015589579238749209,0,0.11379809716462044,1.0
7,single-cutcat-unif,906,121,1113,1.06640625,0.006028941844839815,0,0.31681715937622734,1.0
7,single-cutcat-unif,874,137,105,1.29296875,0.02908163588701144,0,0.06837771057834345,1.0
7,single-cutcat-unif,346,149,103,1.1005859375,0.011688905619217607,0,0.0,0.9963
8,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
8,single-cutcat-unif,202,125,101,1.509765625,0.05018702561084129,0,0.07638714134311528,0.9999000000000001
8,single-cutcat-unif,922,377,121,1.06640625,0.0522460402285469,0,0.16556667061880867,0.9989
8,single-cutcat-unif,347,149,132,1.099609375,0.015088424839119756,0,0.14532998974056205,0.9989000000000001
8,single-cutcat-unif,965,149,357,1.076171875,0.014370736904169646,0,0.12369503699688829,1.0
8,single-cutcat-unif,874,133,101,1.6015625,0.05464843565805382,0,0.12130195508396265,0.9999000000000001
8,single-cutcat-unif,467,101,477,1.0712890625,0.001610656255643745,0,0.24616889236784925,1.0
9,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
9,single-cutcat-unif,458,121,121,1.50390625,0.044924515516774455,0,0.09791759421019265,1.0
9,single-cutcat-unif,202,125,101,1.509765625,0.05018702561084129,0,0.07638714134311528,0.9999000000000001
9,single-cutcat-unif,922,377,121,1.06640625,0.0522460402285469,0,0.16556667061880867,0.9989
9,single-cutcat-unif,347,149,132,1.099609375,0.015088424839119756,0,0.14532998974056205,0.9989000000000001
9,single-cutcat-unif,965,149,357,1.076171875,0.014370736904169646,0,0.12369503699688829,1.0
9,single-cutcat-unif,978,149,357,1.072265625,0.015589579238749209,0,0.11379809716462044,1.0
9,single-cutcat-unif,467,101,477,1.0712890625,0.001610656255643745,0,0.24616889236784925,1.0
9,single-cutcat-unif,467,101,476,1.0712890625,0.004469197260592917,0,0.24197195955264983,1.0
9,single-cutcat-unif,923,109,125,1.0673828125,0.0049423994818104154,0,0.10372376463300734,0.9974000000000001
10,single-cutcat-unif,979,132,445,1.072265625,0.011025089859918855,0,0.13445428984847974,1.0
10,single-cutcat-unif,978,133,421,1.072265625,0.01298383270281987,0,0.13038741476681556,1.0
10,single-cutcat-unif,202,125,101,1.509765625,0.05018702561084129,0,0.07638714134311528,0.9999000000000001
10,single-cutcat-unif,979,108,109,1.31640625,0.02741679239884527,0,0.07887956169938878,1.0
10,single-cutcat-unif,965,149,357,1.076171875,0.014370736904169646,0,0.12369503699688829,1.0
10,single-cutcat-unif,978,149,357,1.072265625,0.015589579238749209,0,0.11379809716462044,1.0
10,single-cutcat-unif,467,101,477,1.0712890625,0.001610656255643745,0,0.24616889236784925,1.0
10,single-cutcat-unif,467,101,476,1.0712890625,0.004469197260592917,0,0.24197195955264983,1.0
0,multi-cutcat-unif,224,461,782,1.3623046875,0.13446308743791702,0,0.3567258298288319,1.0
0,multi-cutcat-unif,386,624,624,1.62890625,0.39530075282972393,0,0.4018552584458887,1.0
0,multi-cutcat-unif,188,419,180,1.3779296875,0.09941584274024336,0,0.23062638829069054,1.0
0,multi-cutcat-unif,910,468,603,1.775390625,0.37431436193895273,0,0.5010499893534135,1.0
0,multi-cutcat-unif,526,196,646,1.9658203125,0.16666960921770954,0,0.7364644682271982,1.0
0,multi-cutcat-unif,913,850,168,1.455078125,0.36626702650287846,0,0.22130064387651893,1.0
0,multi-cutcat-unif,55,808,896,1.259765625,0.19209058787457672,0,0.4003293485256897,1.0
0,multi-cutcat-unif,329,472,987,1.4677734375,0.23235284286260036,0,0.48578620202381934,1.0
0,multi-cutcat-unif,118,672,875,1.09765625,0.0975313708635774,0,0.2984648045625463,1.0
0,multi-cutcat-unif,78,938,907,1.66796875,0.4944335052284193,0,0.3710259800908831,1.0
1,multi-cutcat-unif,188,419,180,1.3779296875,0.09941584274024336,0,0.23062638829069054,1.0
1,multi-cutcat-unif,98,624,875,1.09765625,0.07422154634304018,0,0.8160799147305204,1.0
1,multi-cutcat-unif,138,418,227,1.376953125,0.12372381157683401,0,0.8917036474237681,1.0
